Days_since_launch,Total_Stock_Sold_Percentage,Alltime_Perday_View,Alltime_Perday_ATC,Alltime_Perday_Quantity
407,1.00,3.07,0.36,0.06
407,1.00,15.25,1.84,0.37
407,1.00,24.85,1.89,0.33
407,1.00,8.86,1.83,0.3
407,1.00,5.54,0.96,0.26
408,0.90,2.15,0.64,0.12
408,1.00,3.3,1.38,0.25
408,1.00,16.54,2.26,0.3
408,1.00,2.52,0.86,0.2
408,0.99,4.68,1.2,0.22
408,0.64,2.1,0.64,0.13
408,1.00,2.51,0.64,0.13
391,0.79,1.18,0.4,0.08
391,0.81,2.87,1.03,0.14
391,1.00,1.75,0.68,0.14
391,0.33,1.54,0.54,0.13
391,1.00,1.68,0.61,0.12
391,0.66,1.29,0.4,0.06
391,0.59,0.85,0.2,0.05
408,1.00,11.85,2.02,0.65
408,1.09,30,4.17,1
408,1.00,9.73,1.43,0.24
408,1.00,12.28,2.06,0.42
407,0.95,1.82,0.54,0.14
407,0.98,2.59,0.63,0.15
407,0.98,2.25,0.55,0.16
407,0.97,2.02,0.56,0.16
407,1.00,5.83,1.3,0.38
407,1.00,4.51,0.95,0.33
407,1.00,3.9,1,0.23
408,0.00,0,0,0
408,1.00,3.85,0.73,0.11
408,1.00,2.63,0.61,0.13
408,1.00,1.77,0.29,0.04
408,1.02,5.61,1.29,0.24
408,1.00,9.33,1.97,0.49
408,1.00,6.83,1.67,0.37
386,1.00,3.64,0.35,0.15
386,1.00,2.97,0.4,0.13
386,0.00,0,0,0
386,0.00,0,0,0
400,1.00,17.03,4.84,1.32
400,0.72,2.46,0.84,0.12
400,1.00,3.95,1.26,0.3
400,0.45,1.59,0.39,0.06
400,1.00,2.04,0.59,0.14
400,1.00,3.35,0.9,0.3
400,1.00,15.38,3.25,0.84
400,1.02,13.24,2.72,0.63
405,1.00,17.49,3.59,1
405,1.00,3.65,1.18,0.27
405,1.02,9.51,2.42,0.5
405,1.00,21.69,5.85,1.33
405,1.02,3.61,1.09,0.2
400,0.70,2.41,1.27,0.27
400,1.00,2.81,1.05,0.23
386,0.53,0.44,0.12,0.03
386,0.55,0.94,0.31,0.07
386,0.10,0.33,0.03,0.01
386,0.65,1.88,0.57,0.14
386,0.84,3.68,0.79,0.2
386,0.76,1.18,0.4,0.08
386,1.00,5.44,0.41,0.11
386,1.00,6.08,0.42,0.11
386,1.00,8.98,0.35,0.1
386,1.00,15.42,1.05,0.38
386,0.50,0.64,0.06,0.01
386,1.00,0.93,0.07,0.02
386,0.08,0.41,0.03,0
386,1.00,2.92,0.18,0.04
386,1.00,0.57,0.16,0.04
386,1.00,0.89,0.17,0.07
386,1.00,0.9,0.17,0.03
386,1.00,1.95,0.73,0.19
386,1.00,0.86,0.09,0.03
386,1.00,1.29,0.14,0.05
386,1.00,1.27,0.11,0.03
386,1.00,1.69,0.32,0.09
386,0.86,5.29,1.47,0.45
386,0.85,3.89,1.26,0.4
386,0.89,2.86,1.45,0.42
386,0.19,0.45,0.05,0.01
386,1.00,1,0.11,0.02
386,0.45,0.94,0.12,0.01
379,1.00,2.3,0.44,0.05
379,0.76,0.84,0.16,0.05
379,0.43,0.72,0.1,0.02
379,0.08,0.65,0.05,0.01
379,0.80,2.09,0.4,0.06
386,0.50,1.79,0.21,0.05
386,0.95,2.1,0.33,0.05
420,1.00,2.21,1.22,0.3
420,0.97,2.48,1.27,0.31
421,0.55,2.46,1.47,0.37
421,0.86,2.16,1.38,0.29
421,0.98,2.24,1.48,0.4
420,1.00,3.99,2.18,0.57
421,0.85,3.2,1.73,0.47
421,0.76,3.38,1.58,0.34
421,1.00,2.91,0.94,0.23
366,0.80,23.8,3.46,0.87
366,0.46,13.13,1.46,0.32
366,0.59,22.36,2.97,0.57
366,0.34,10.75,1.59,0.36
366,0.82,23.69,3.29,0.84
366,0.78,26.73,3.67,0.89
385,1.00,0.49,0.15,0.06
385,1.28,3.85,1.54,0.5
386,1.00,0.89,0.19,0.05
385,1.00,1.68,0.78,0.26
386,1.00,1.09,0.41,0.07
386,1.00,2.66,0.76,0.26
385,1.00,3.46,1.5,0.37
385,1.00,2.61,1.28,0.36
386,1.00,2.01,0.8,0.2
386,1.11,1.02,0.31,0.07
385,1.00,0.9,0.31,0.1
386,1.00,4.16,1.33,0.33
386,1.00,3.31,1.42,0.28
386,1.00,1.86,0.65,0.28
385,1.00,0.62,0.23,0.08
385,0.90,0.67,0.33,0.07
385,1.00,2.48,0.82,0.16
386,1.00,5.17,2.08,0.61
386,1.00,3.51,1.2,0.4
386,1.00,2.31,0.92,0.27
386,1.00,2.91,1.26,0.33
386,1.00,4.5,1.16,0.24
385,1.00,3.97,0.97,0.28
385,1.00,2.37,0.65,0.17
385,1.00,3.08,1.7,0.6
390,1.00,8.69,3.04,1
386,0.90,4.45,1.28,0.46
379,1.00,3.48,0.36,0.06
389,1.00,7.1,1.65,0.49
389,0.51,5.46,1.82,0.57
387,0.92,4.45,0.36,0.12
389,1.00,6.51,1.79,0.53
389,1.00,7.11,1.68,0.49
390,1.00,5.48,0.64,0.18
386,0.80,0.62,0.1,0.02
390,1.00,9.36,2.73,0.91
391,1.00,3.43,0.7,0.23
390,1.00,8.36,2.14,0.55
379,1.00,9.92,0.74,0.21
363,1.00,10.18,1.41,0.43
391,0.81,5.99,1.37,0.41
324,0.33,0.14,0.11,0.03
379,0.44,0.17,0.16,0.02
379,0.84,2.14,0.7,0.13
379,0.88,1.07,0.23,0.04
379,1.00,1.81,0.41,0.08
379,0.82,1.69,0.34,0.05
379,1.00,3.81,0.77,0.15
379,0.71,1.33,0.41,0.09
379,1.00,2.06,0.27,0.04
379,1.00,2.69,0.62,0.13
379,1.00,2.82,0.74,0.09
379,1.00,1.8,0.44,0.11
379,0.17,0.57,0.1,0.01
379,1.00,1.76,0.3,0.05
379,1.00,3.55,0.44,0.1
379,1.00,1.79,0.23,0.04
379,1.00,1.63,0.33,0.12
379,1.00,1.19,0.12,0.03
379,1.00,1.93,0.22,0.1
379,1.00,2.27,0.25,0.06
379,1.00,3.63,0.58,0.21
379,1.00,5.11,0.56,0.15
379,1.00,1.35,0.4,0.11
379,1.00,1.93,0.7,0.16
379,1.00,6.75,1.71,0.35
379,1.00,6.67,1.24,0.24
379,1.00,2.19,0.64,0.15
379,1.00,3.26,1.11,0.17
379,1.00,1.44,0.41,0.08
379,1.00,1.84,0.52,0.06
379,1.00,1.73,0.47,0.06
383,1.00,1.12,0.29,0.08
383,1.00,1.54,0.62,0.17
383,1.00,4.23,1.24,0.3
383,1.00,1.39,0.46,0.09
383,1.00,1.39,0.32,0.05
383,1.00,1.53,0.37,0.07
383,1.00,1.88,0.41,0.07
383,1.00,3.13,0.64,0.16
383,1.00,1.8,0.54,0.13
343,1.00,1.06,0.39,0.1
343,1.00,1.92,0.54,0.11
343,1.00,1.1,0.44,0.12
343,1.00,1.41,0.39,0.1
343,1.00,2.14,0.51,0.13
343,1.00,2.28,0.47,0.09
343,1.00,1.92,0.56,0.14
343,1.04,2.42,0.73,0.14
343,1.00,2.63,0.45,0.11
379,1.00,3.98,1.38,0.25
379,1.00,8.37,1.7,0.61
379,1.00,5.61,1.69,0.39
379,1.00,2.57,0.54,0.1
379,1.00,6.89,1.6,0.35
379,1.00,2.89,0.87,0.2
379,1.00,2.47,0.45,0.08
379,1.00,3.06,0.61,0.13
343,1.00,3.03,0.81,0.24
343,1.00,3.98,0.82,0.18
343,1.00,1.62,0.38,0.11
343,1.00,3.75,1.16,0.33
343,1.00,3.96,0.69,0.16
343,1.00,3.94,0.89,0.25
343,1.00,4.64,1.28,0.3
383,1.50,2.88,0.76,0.12
383,1.00,4.66,1.33,0.29
383,1.00,3.1,0.87,0.22
383,1.00,2.04,0.69,0.15
383,1.00,3.18,0.92,0.19
383,1.00,9.16,2.89,0.87
383,1.00,7.51,1.71,0.35
383,0.97,2.81,0.82,0.16
383,0.97,2,0.74,0.18
383,1.00,2.51,0.72,0.16
379,1.00,4.11,0.85,0.16
379,1.00,6.27,1.47,0.34
379,1.00,4.48,1.2,0.26
379,1.00,2.64,0.56,0.1
379,0.95,6.18,1.15,0.24
379,1.00,13.73,3.09,0.61
375,0.56,0.74,0.33,0.07
375,0.84,0.81,0.33,0.08
375,0.63,1.7,0.52,0.15
375,0.24,0.9,0.34,0.07
375,0.28,1.01,0.34,0.08
375,0.42,1.59,0.52,0.15
375,0.68,1.23,0.32,0.09
375,0.17,7.08,1.61,0.36
363,1.00,1.7,0.67,0.08
363,1.00,1.93,0.76,0.18
363,1.00,1.23,0.35,0.05
363,1.00,2.66,0.87,0.15
363,1.00,2.12,0.59,0.12
363,1.00,4.01,1.01,0.2
363,1.00,1.11,0.6,0.2
363,1.00,1.99,0.73,0.19
363,1.00,3.46,0.94,0.18
366,1.00,0.56,0.16,0.04
366,1.00,0.81,0.3,0.1
366,1.00,0.72,0.39,0.06
366,1.00,0.81,0.45,0.09
366,1.00,0.61,0.21,0.03
366,1.00,0.67,0.25,0.05
366,1.00,1,0.27,0.03
321,1.00,0.59,0.47,0.06
366,1.00,0.83,0.56,0.09
366,1.00,0.82,0.33,0.06
366,0.71,0.98,0.33,0.05
366,1.00,1.92,0.95,0.21
366,1.04,1.48,0.76,0.16
366,0.89,1.51,0.61,0.09
366,1.06,3.07,0.99,0.19
366,1.00,1.77,0.74,0.12
321,1.00,0.4,0.29,0.06
321,1.00,1.18,0.6,0.1
321,1.00,2.24,1.27,0.31
321,1.00,1.04,0.66,0.09
321,1.00,1.73,1.23,0.2
321,1.00,1.52,0.67,0.14
321,1.00,1.12,0.48,0.05
321,1.00,2.72,1.83,0.37
321,1.00,1.27,0.51,0.08
321,1.00,1.32,0.59,0.11
321,0.57,0.99,0.25,0.02
321,1.06,0.75,0.41,0.06
365,0.95,9.68,1.12,0.1
366,0.50,0.47,0.16,0.06
366,1.00,0.39,0.12,0.04
349,1.00,1.16,0.16,0.09
342,1.04,0.98,0.35,0.09
342,0.91,0.59,0.19,0.03
342,1.00,1.51,0.45,0.08
342,1.00,2.51,0.98,0.31
342,0.29,1.63,0.67,0.1
342,1.00,4.35,1.55,0.32
342,1.00,1.54,0.73,0.07
342,0.81,1.39,0.61,0.1
342,1.00,4.48,1.49,0.32
342,0.94,1.65,0.54,0.13
342,1.00,1.04,0.32,0.07
354,1.00,1.55,0.45,0.06
354,0.76,2.73,0.51,0.09
354,0.57,1.55,0.42,0.08
354,0.98,7.47,3.11,0.69
354,0.45,1.53,0.2,0.04
354,0.74,4.96,1.19,0.22
353,0.71,12.27,0.83,0.19
353,0.47,0.59,0.1,0.03
353,0.79,1.43,0.34,0.11
353,0.77,1.98,0.36,0.09
353,1.00,1.39,0.55,0.15
353,0.83,2.01,0.57,0.13
353,1.00,2.53,0.61,0.12
353,0.71,1.25,0.44,0.1
353,1.00,4.58,1.13,0.19
353,1.00,4.3,0.99,0.2
353,1.03,1.47,0.4,0.09
321,1.00,3.36,1.18,0.31
353,1.00,1.93,0.55,0.11
321,1.00,1.93,0.59,0.1
353,1.00,3.23,0.79,0.13
321,1.00,1.83,0.57,0.15
353,1.02,9.37,4.23,1.27
353,1.00,1.94,0.67,0.2
321,1.00,12.52,6.29,2
321,1.17,2.49,0.69,0.19
353,1.03,3.8,1.27,0.25
353,1.00,2.76,0.86,0.18
353,1.00,7.16,1.92,0.36
353,1.00,4.42,1.62,0.41
321,1.00,7.02,2.04,0.36
321,1.00,4.46,1.4,0.3
321,1.00,3.26,1.2,0.32
321,0.82,2.57,0.69,0.15
321,1.00,7.74,2.19,0.38
354,0.92,9.94,4.51,1.18
354,0.59,6.38,2.71,0.68
353,0.09,0.27,0.1,0.01
353,0.23,0.34,0.12,0.02
353,0.04,0.07,0.06,0.01
347,0.17,0.24,0.1,0.02
345,1.00,45,9,1
353,1.00,3.1,1.23,0.17
353,1.00,2.36,0.5,0.1
353,1.00,3.34,1.06,0.19
353,1.00,5.85,1.6,0.15
349,1.00,4.62,0.84,0.14
349,1.00,3.49,0.65,0.05
349,1.00,9.93,1.6,0.31
353,0.57,2.95,0.42,0.01
345,0.36,13.17,1.49,0.17
353,1.00,0.61,0.16,0.03
353,1.00,2.13,0.74,0.15
353,1.00,3.32,0.77,0.16
353,1.00,7.05,2.54,0.41
353,1.00,2.48,0.58,0.03
274,0.02,0.38,0.12,0.01
274,0.94,5.36,2.16,0.34
274,1.00,2.75,0.91,0.18
274,1.04,2.66,1.33,0.3
274,0.48,4.49,1.65,0.25
274,1.00,7.73,2.46,0.48
274,1.00,4.61,1.77,0.28
274,1.01,5.34,2.29,0.46
274,1.06,7.37,3.3,0.52
342,1.00,2.29,0.48,0.1
342,0.87,1.72,0.24,0.06
342,1.08,2.15,0.28,0.05
342,0.90,1.44,0.26,0.06
342,1.10,1.87,0.17,0.04
342,0.92,2.34,0.29,0.04
342,1.00,1.75,0.28,0.05
342,1.00,1.78,0.3,0.04
342,1.00,2.6,0.43,0.06
342,1.00,2.4,0.41,0.08
342,1.00,1.54,0.31,0.07
342,0.85,0.84,0.2,0.03
347,1.00,11.83,5.17,0.67
347,1.00,5.42,2.58,0.31
347,1.00,8.71,3.43,0.43
347,1.00,6.18,2.73,0.36
347,1.00,5.79,1.87,0.18
347,1.00,3.21,1,0.25
347,1.00,0.45,0.13,0.02
322,2.00,3.43,0.18,0.02
332,1.00,1.5,0.29,0.04
332,1.00,3.1,0.4,0.09
322,1.00,4.39,0.39,0.03
322,1.00,2.16,0.19,0.08
332,1.00,4.59,0.69,0.16
322,1.00,3.51,0.34,0.06
354,1.00,1.7,0.33,0.08
354,0.91,0.93,0.1,0.03
349,0.59,0.76,0.51,0.13
349,0.69,1.36,0.81,0.21
353,1.08,9.95,5.36,1.23
353,1.00,14.02,5.47,1
332,1.04,1.92,0.61,0.11
332,1.00,1.76,0.76,0.12
332,0.91,1.95,0.72,0.16
332,0.65,0.61,0.29,0.07
332,0.59,1.48,0.54,0.08
332,0.34,0.9,0.42,0.08
332,0.94,1.8,0.8,0.2
349,0.94,1.53,0.67,0.14
349,0.86,2.75,0.83,0.18
349,1.00,2.83,0.74,0.11
349,1.00,2.45,0.94,0.2
349,0.97,2.79,0.91,0.19
349,1.00,5.88,1.98,0.46
349,0.79,2.34,0.69,0.13
347,1.00,8.59,1.2,0.25
347,1.00,5.32,1.01,0.06
347,0.26,0.31,0.13,0.02
347,0.11,0.11,0.07,0.02
353,0.23,0.17,0.16,0.02
347,1.40,1.32,0.38,0.09
347,1.00,1.06,0.14,0.04
347,0.24,1.04,0.47,0.1
349,0.31,1.03,0.55,0.11
343,0.91,2.25,1.02,0.25
343,0.78,1.34,0.64,0.13
343,0.91,1.54,0.63,0.15
343,1.00,1.59,0.51,0.12
343,0.91,2.38,0.94,0.2
343,1.00,1.66,0.66,0.12
343,1.01,5.44,1.77,0.42
343,1.02,2.54,0.65,0.16
343,1.04,1.85,0.49,0.1
343,1.00,5.93,1.77,0.25
342,1.13,1.73,0.63,0.09
342,1.00,2.55,1.2,0.32
342,1.00,11.79,4.86,1.21
342,1.00,5.1,1.32,0.3
342,1.02,16.65,5.55,1.27
342,1.00,3.69,1.42,0.29
342,1.02,4.22,1.69,0.56
342,1.01,3,1,0.25
342,1.00,11.05,3.35,0.84
342,1.01,5.35,1.49,0.34
342,1.00,2.72,0.89,0.19
342,0.81,2.68,0.78,0.15
342,1.02,4.8,1.74,0.32
342,1.00,6.04,1.71,0.43
342,1.00,7.04,1.72,0.41
340,1.02,4.97,1.45,0.26
328,1.04,6.22,1.27,0.25
340,1.06,10.05,1.98,0.58
340,1.03,15.71,4.29,1.27
340,0.84,0.69,0.37,0.08
328,1.00,1.23,0.56,0.14
340,1.00,0.8,0.26,0.06
340,1.00,0.89,0.39,0.11
343,0.89,5.75,0.91,0.21
343,0.88,2.78,0.81,0.22
338,0.55,3.83,0.46,0.11
332,1.00,4.46,1.35,0.26
332,1.02,4.35,1.24,0.23
332,1.07,3.73,1.16,0.14
332,1.00,2.22,0.48,0.11
332,0.97,6.38,1.91,0.34
332,1.00,5.28,1.01,0.21
322,0.87,0.99,0.47,0.1
322,0.83,1.11,0.53,0.13
322,0.75,1.03,0.42,0.14
322,0.29,0.73,0.39,0.09
322,0.51,0.71,0.39,0.09
322,0.83,1.8,0.99,0.2
322,0.88,0.86,0.33,0.09
322,1.00,2.9,0.58,0.11
322,1.00,2.34,0.34,0.07
322,1.00,2.85,0.41,0.1
322,1.00,6.91,0.73,0.15
310,0.86,10.36,2.72,0.7
310,1.00,7.18,2.29,0.47
310,0.84,3.61,0.38,0.09
310,0.78,4.4,0.68,0.14
310,0.83,4.32,0.75,0.11
208,0.67,0.63,0.34,0.07
310,0.48,0.83,0.25,0.04
310,0.29,0.75,0.17,0.02
325,0.60,3.84,1.21,0.16
325,0.75,5.4,1.9,0.27
325,0.63,3.62,1.06,0.17
325,0.29,3.21,0.89,0.12
325,0.11,2.2,0.25,0.04
325,0.25,1.99,0.38,0.04
325,1.00,1.28,0.21,0.03
325,0.08,2.63,0.46,0.03
329,0.81,2.16,0.76,0.15
329,0.82,3.13,1.15,0.23
329,1.00,2.56,1.11,0.29
329,0.90,1.91,0.79,0.16
329,1.00,2.83,0.76,0.19
329,1.02,6.48,1.74,0.58
329,0.48,1.33,0.4,0.08
329,0.52,2.69,0.85,0.17
329,0.63,2.16,0.6,0.13
329,1.00,5.46,1.34,0.42
322,1.00,3.59,1.17,0.27
322,1.00,3.22,0.9,0.18
322,1.00,27.2,8.39,1.66
322,1.00,12.31,3.4,0.7
304,0.34,4.52,1.14,0.23
316,0.36,0.8,0.39,0.11
319,0.42,0.5,0.17,0.03
319,0.10,0.42,0.15,0.03
319,1.00,0.97,0.36,0.08
319,1.00,0.65,0.28,0.04
319,0.45,1.1,0.57,0.14
319,1.05,1.3,0.68,0.12
310,0.54,0.87,0.44,0.13
319,0.23,0.72,0.26,0.07
319,0.37,1.08,0.42,0.08
319,0.32,1.77,0.44,0.07
317,1.00,2.52,0.43,0.07
317,0.44,3.71,1.25,0.12
317,0.39,4.41,1.04,0.15
317,1.00,2.43,0.6,0.09
317,0.46,1.95,0.61,0.1
317,0.22,2.72,0.62,0.08
317,0.70,3.08,0.65,0.09
317,0.51,2.94,0.87,0.12
317,0.43,2.92,0.8,0.13
317,0.74,3.13,0.56,0.06
317,0.54,2.09,0.71,0.12
317,0.31,2.7,0.76,0.1
317,0.39,3.22,0.8,0.08
317,0.67,3.89,1.15,0.15
317,0.72,4.94,1.19,0.17
317,0.61,4.66,0.85,0.11
293,0.03,0.13,0.04,0.01
304,0.03,0.08,0.03,0.01
304,0.07,0.13,0.02,0.01
304,0.04,0.1,0.02,0.01
293,0.03,0.01,0.01,0.01
304,0.00,0.07,0.01,0
304,0.07,0.04,0.03,0.01
304,0.01,0.05,0.02,0
293,0.05,0.12,0.08,0.01
304,0.06,0.11,0.04,0.01
304,0.20,0.1,0.1,0.02
304,0.06,0.1,0.06,0.01
304,0.27,0.31,0.13,0.03
304,0.40,0.42,0.21,0.05
304,0.24,0.19,0.07,0.02
304,0.26,0.3,0.13,0.03
304,0.44,0.58,0.13,0.05
308,0.82,2.37,0.79,0.1
308,1.02,2.36,0.75,0.15
308,0.91,2.36,0.65,0.1
308,1.00,13.39,3.04,0.67
304,1.33,0.36,0.08,0.02
304,0.05,0.09,0.03,0.01
304,1.00,0.31,0.08,0.02
304,0.00,0.19,0.05,0
304,0.12,0.1,0.03,0.01
304,0.47,0.7,0.15,0.05
304,0.08,0.04,0.03,0.01
304,0.00,0.1,0.02,0
304,0.11,0.07,0.03,0.01
304,0.00,0.06,0,0
304,1.11,0.27,0.11,0.04
304,0.08,0.15,0.05,0.01
304,1.00,0.39,0.2,0.09
304,0.51,0.31,0.18,0.06
304,0.06,0.1,0.05,0.01
304,0.13,0.12,0.05,0
304,0.05,0.07,0.03,0.01
304,0.22,0.21,0.04,0.01
304,0.02,0.06,0.02,0
304,1.20,0.57,0.14,0.03
304,0.13,0.03,0.02,0
304,0.00,0.03,0.02,0
304,0.09,0.03,0.02,0.01
304,0.05,0.02,0.02,0.01
304,0.58,0.45,0.18,0.02
304,0.50,0.14,0.09,0.02
304,0.08,0.19,0.07,0.01
304,0.33,0.21,0.1,0.02
304,0.02,0.15,0.06,0
304,1.04,0.57,0.35,0.12
304,0.10,0.36,0.1,0.01
304,0.07,0.22,0.06,0.01
304,0.06,0.19,0.06,0.01
304,0.05,0.18,0.06,0.01
304,0.03,0.03,0.04,0.01
304,0.07,0.09,0.04,0.01
304,0.00,0.05,0.02,0
304,0.00,0.02,0.01,0
304,0.29,0.45,0.23,0.05
304,0.10,0.36,0.12,0.02
304,0.16,0.23,0.12,0.03
304,0.07,0.33,0.11,0.01
307,1.00,1.95,0.84,0.26
307,1.00,1,1,0.11
307,1.00,0.67,0.25,0.04
307,1.00,0.76,0.41,0.11
307,1.00,0.66,0.88,0.11
307,1.00,0.49,0.18,0.02
307,1.00,0.43,0.23,0.05
307,1.00,1.12,0.92,0.13
307,1.00,1.47,0.84,0.14
307,1.13,0.93,0.77,0.08
307,1.00,0.41,0.28,0.07
307,1.00,0.18,0.22,0.03
307,1.00,0.36,0.24,0.07
307,0.22,0.09,0.08,0.01
307,0.60,0.36,0.23,0.04
307,0.23,0.17,0.19,0.02
307,1.00,0.59,0.45,0.08
307,0.19,0.1,0.17,0.03
307,0.02,0.09,0.09,0
307,0.29,0.06,0.04,0.01
307,0.25,0.07,0.06,0.01
307,1.00,0.38,0.48,0.08
307,0.78,0.21,0.22,0.05
259,1.00,1.15,0.12,0.02
259,0.33,1.21,0.11,0.01
259,1.00,1.76,0.23,0.03
223,1.00,2.69,0.4,0.08
259,1.00,6.25,0.66,0.12
108,0.14,0.82,0.1,0.02
108,0.09,1.04,0.09,0.01
108,0.14,1.22,0.08,0.03
108,0.10,1.24,0.07,0.02
259,0.40,2.2,0.14,0.01
259,0.40,1.61,0.13,0.02
293,1.00,6.22,1.17,0.13
293,1.00,4.77,0.99,0.04
293,1.00,6.65,1.56,0.12
293,1.08,8.28,1.49,0.16
293,1.00,10.28,1.88,0.19
293,1.00,7.7,1.49,0.19
293,1.00,3.35,0.74,0.22
304,1.00,2.39,0.53,0.13
304,1.00,2.68,0.33,0.07
304,1.00,3.04,0.58,0.13
304,1.00,3.16,0.39,0.08
304,1.00,5.46,0.68,0.13
304,1.00,6.35,0.74,0.12
304,0.51,1.01,0.27,0.07
304,0.00,0,0,0
304,0.56,0.17,0.05,0.02
304,0.77,0.96,0.38,0.08
304,0.47,0.42,0.08,0.03
304,0.00,0,0,0
304,0.67,0.21,0.06,0.01
304,1.00,0.19,0.04,0.01
304,0.42,0.27,0.07,0.03
304,1.00,0.51,0.19,0.05
304,0.22,0.78,0.3,0.06
304,1.00,2.16,0.72,0.2
304,1.00,0.99,0.37,0.21
304,0.81,0.96,0.47,0.12
304,0.13,0.38,0.09,0.02
304,0.07,0.1,0.03,0
304,0.00,0,0,0
304,0.68,3.1,0.52,0.11
304,1.00,1.64,0.37,0.06
304,0.56,0.49,0.1,0.02
304,0.29,0.83,0.13,0.02
304,0.81,0.75,0.18,0.07
297,0.18,0.91,0.22,0.06
304,1.00,0.77,0.17,0.02
304,0.36,0.67,0.13,0.02
293,0.00,0,0,0
287,1.00,2.13,1.05,0.25
293,0.43,1.11,0.35,0.09
293,0.63,1.24,0.58,0.15
293,1.00,3.95,0.3,0.05
293,0.91,1.59,0.56,0.13
293,0.52,0.79,0.28,0.1
293,1.00,1.53,0.6,0.22
307,1.00,7.63,0.55,0.05
307,0.91,1.12,0.18,0.03
293,1.00,24.37,1.14,0.25
293,0.39,1.36,0.14,0.03
293,1.00,2.34,0.49,0.12
293,1.00,3.64,0.52,0.12
293,0.26,1.8,0.18,0.03
293,1.00,2.88,0.73,0.08
293,0.39,2.72,0.94,0.14
293,1.00,4.98,1.33,0.21
293,0.76,2.76,0.74,0.09
293,1.00,2.99,0.97,0.15
293,0.75,3.73,1.12,0.16
297,0.35,10.52,1.41,0.26
297,1.50,15.12,1.28,0.24
298,0.18,1.65,0.93,0.19
298,0.58,2.66,1.46,0.22
298,0.90,1.37,0.79,0.13
287,1.00,2.93,1.36,0.32
293,1.02,3.02,1.65,0.43
293,0.43,1.69,0.89,0.22
293,1.00,4.01,1.64,0.44
293,0.48,5.17,2.14,0.61
293,0.88,2.14,0.55,0.1
293,0.86,3.34,1.27,0.33
293,0.84,6.22,3.81,1.02
293,0.50,5.19,2.37,0.58
293,0.91,3.24,0.78,0.24
293,0.71,4.98,0.99,0.16
293,0.83,4.45,1.22,0.18
293,0.88,2.32,0.64,0.07
293,0.52,2.89,0.52,0.05
293,0.84,5.32,1.29,0.22
293,0.73,4.4,0.92,0.16
293,1.00,4.26,0.78,0.13
293,0.52,1.67,0.55,0.1
293,0.70,3.91,1.48,0.22
293,0.91,2.92,1.11,0.22
293,0.92,3.36,1.35,0.27
293,0.84,4.26,1.38,0.24
293,0.88,2.59,0.7,0.13
293,0.77,5.06,1.49,0.2
287,0.10,0.91,0.3,0.02
287,0.63,0.69,0.23,0.04
287,0.31,1.42,0.44,0.06
287,0.25,1.02,0.13,0.02
287,0.30,1.31,0.24,0.03
287,0.88,1.19,0.28,0.02
287,0.71,1.07,0.16,0.02
274,0.14,1.32,0.22,0.03
274,0.29,2.21,0.39,0.07
274,0.38,1.9,0.79,0.14
266,0.48,0.74,0.17,0.04
266,0.73,1.16,0.21,0.03
266,0.78,1.58,0.28,0.05
266,0.80,6.52,0.4,0.03
266,1.00,15.99,1.7,0.13
266,1.00,5.99,0.42,0.05
266,0.61,3.84,0.5,0.04
266,1.00,2.53,0.41,0.14
266,0.68,3.24,0.64,0.06
266,1.00,4.62,0.68,0.11
266,1.00,3.73,0.56,0.09
266,1.00,1.86,0.31,0.06
266,0.19,1.96,0.32,0.02
287,0.91,6.08,1.83,0.28
287,0.86,9.94,3.85,0.71
287,0.62,6.57,2.1,0.33
287,1.00,1.97,1.06,0.22
287,0.19,0.84,0.34,0.06
287,1.17,1.16,1.06,0.14
287,1.00,0.85,0.84,0.16
287,1.09,0.66,0.47,0.09
287,1.10,0.84,0.51,0.08
287,1.09,1.14,0.56,0.09
287,1.00,4.26,2.94,0.58
287,1.00,5.52,3.33,0.62
287,1.20,1.28,0.8,0.08
287,1.20,1.04,0.46,0.04
274,0.95,4.29,1.11,0.3
274,0.92,5.85,1.28,0.3
274,1.01,6.64,2.39,0.59
274,0.96,5.31,1.12,0.3
274,1.00,7.49,1.77,0.44
274,1.00,7.62,1.95,0.4
274,1.00,13.78,2.67,0.58
287,0.23,0.15,0.16,0.02
287,0.26,0.09,0.15,0.03
287,0.35,0.13,0.18,0.02
287,1.00,0.17,0.36,0.1
287,1.25,0.51,0.55,0.06
287,1.10,0.97,1.47,0.23
287,1.00,1.21,2.12,0.17
287,0.71,0.25,0.29,0.03
287,0.12,0.24,0.14,0.01
275,1.00,14.22,2.7,0.38
275,0.15,2.39,0.43,0.04
275,1.00,3.87,1.09,0.2
275,1.00,4.29,1.28,0.23
275,0.00,0,0,0
275,1.00,6.58,2.59,0.66
275,0.95,4.22,1.32,0.22
275,0.98,3.26,1.01,0.2
275,1.00,5.67,1.68,0.35
275,1.00,4.31,1.22,0.25
275,1.00,3.44,1.04,0.24
275,1.00,7.79,1.98,0.32
273,1.00,10.65,4.37,1
273,1.02,4,1.1,0.27
273,1.00,6.99,2.36,0.47
273,0.90,10.48,3.21,0.58
273,0.96,5.7,1.92,0.35
273,0.88,3.59,1.17,0.21
273,0.94,6.67,2.18,0.35
273,0.91,5.01,1.57,0.26
274,1.01,15.67,3.98,0.82
274,1.00,14.3,4.92,0.92
274,1.00,15.72,4.45,0.97
274,1.00,21.88,4.98,0.82
274,1.00,39.4,10.33,2.07
